poll	workload	req_delay	req_min	req_max	rep_delay	rep_min	rep_max
860	7	0.623	0.497	0.770	0.009	0.004	0.037
880	7	0.689	0.572	0.874	0.006	0.004	0.022
900	7	0.689	0.525	0.906	0.004	0.004	0.008
920	7	0.747	0.568	0.933	0.005	0.004	0.014
940	7	0.722	0.523	0.908	0.006	0.004	0.019
960	7	0.770	0.622	0.988	0.009	0.004	0.053
980	7	0.793	0.653	0.963	0.004	0.004	0.005
1000	7	0.798	0.661	0.967	0.004	0.004	0.007
1020	7	0.792	0.639	0.964	0.004	0.004	0.007
1040	7	0.868	0.736	1.065	0.007	0.004	0.029
1060	7	0.874	0.734	1.041	0.004	0.004	0.004
1080	7	0.936	0.780	1.122	0.005	0.004	0.011
1100	7	0.976	0.819	1.184	0.004	0.004	0.004
1120	7	0.997	0.850	1.150	0.004	0.004	0.005
1140	7	1.034	0.874	1.200	0.006	0.004	0.021
1160	7	1.065	0.905	1.223	0.005	0.004	0.014
1180	7	1.103	0.941	1.284	0.008	0.004	0.039
1200	7	1.154	0.973	1.342	0.004	0.004	0.004
1220	7	1.141	0.932	1.330	0.005	0.004	0.010
1240	7	1.244	1.087	1.386	0.004	0.004	0.005
1260	7	1.215	1.038	1.367	0.004	0.004	0.004
1280	7	1.300	1.116	1.489	0.004	0.004	0.004
1300	7	1.354	1.119	1.522	0.005	0.004	0.012
1320	7	1.435	1.178	1.627	0.004	0.004	0.005
1340	7	1.455	1.120	1.668	0.005	0.004	0.015
1360	7	1.449	1.212	1.630	0.004	0.004	0.004
1380	7	1.645	1.422	1.836	0.005	0.004	0.011
1400	7	1.721	1.493	1.931	0.006	0.004	0.019
1420	7	1.732	1.490	1.909	0.004	0.004	0.004
1440	7	1.730	1.418	1.954	0.009	0.004	0.028
1460	7	1.800	1.529	2.072	0.007	0.004	0.022
1480	7	1.830	1.534	2.052	0.006	0.004	0.019
1500	7	2.041	1.608	2.300	0.006	0.004	0.025
1520	7	2.004	1.680	2.267	0.004	0.004	0.005
1540	7	2.201	1.765	2.454	0.005	0.004	0.012
1560	7	2.238	1.861	2.548	0.004	0.004	0.004
1580	7	2.213	1.856	2.525	0.004	0.004	0.004
1600	7	2.607	2.134	2.973	0.006	0.004	0.025
1620	7	2.602	2.158	2.934	0.004	0.004	0.004
1640	7	2.680	2.259	3.049	0.005	0.004	0.011
1660	7	2.703	2.294	3.057	0.006	0.004	0.018
1680	7	2.991	2.454	3.438	0.007	0.004	0.024
1700	7	2.921	2.345	3.321	0.007	0.004	0.027
1720	7	3.206	2.565	3.682	0.008	0.004	0.047
1740	7	3.553	2.893	4.093	0.005	0.004	0.009
1760	7	4.039	3.218	4.778	0.007	0.004	0.033
1780	7	3.919	3.178	4.631	0.005	0.004	0.008
1800	7	4.131	3.480	4.764	0.009	0.004	0.035
1820	7	4.365	3.643	4.951	0.005	0.004	0.010
1840	7	5.661	4.606	6.732	0.004	0.004	0.005
1860	7	5.791	4.843	6.975	0.006	0.004	0.020
1880	7	6.828	5.326	7.964	0.007	0.004	0.033
1900	7	7.805	6.810	9.102	0.005	0.004	0.016
1920	7	8.460	6.680	9.810	0.005	0.004	0.012
1940	7	9.007	7.229	10.206	0.007	0.004	0.028
1960	7	9.602	7.219	11.714	0.007	0.004	0.021
1980	7	10.951	8.431	12.736	0.005	0.004	0.011
2000	7	13.326	9.819	15.785	0.007	0.004	0.028
2020	7	15.857	11.893	17.621	0.006	0.004	0.020
2040	7	16.463	12.030	18.823	0.006	0.004	0.020
2060	7	17.442	13.013	19.665	0.005	0.004	0.011
2080	7	18.848	14.209	21.133	0.004	0.004	0.005
2100	7	20.949	15.783	23.677	0.004	0.004	0.005
2120	7	22.891	17.624	25.395	0.007	0.004	0.028
2140	7	23.868	18.526	26.869	0.006	0.004	0.028
2160	7	24.954	19.380	29.259	0.004	0.004	0.008
2180	7	28.656	22.426	33.662	0.007	0.004	0.034
2200	7	30.760	25.560	34.783	0.006	0.004	0.012
2220	7	32.478	26.017	38.739	0.006	0.004	0.024
2240	7	32.390	26.797	36.559	0.004	0.004	0.004
2260	7	37.889	31.984	41.392	0.005	0.004	0.017
2280	7	40.706	34.878	45.258	0.006	0.004	0.019
2300	7	41.997	36.391	47.476	0.004	0.004	0.004
2320	7	45.045	39.833	49.051	0.004	0.004	0.004
2340	7	48.506	43.275	52.197	0.004	0.004	0.004
2360	7	51.838	46.716	56.293	0.004	0.004	0.004
2380	7	54.532	47.942	60.389	0.004	0.004	0.004
2400	7	57.621	50.225	63.408	0.004	0.004	0.004
2420	7	60.805	53.658	67.557	0.004	0.004	0.004
2440	7	63.805	57.019	71.277	0.004	0.004	0.005
2460	7	63.824	56.344	71.562	0.005	0.004	0.014
